,index,Player,G,GS,MP,PTS,AST,TRB,ORB,DRB,STL,BLK,TOV,PF,FGA,FG,3PA,3P,FTA,FT,FG%,3P%,FT%,eFG%,Rk,Age,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
202,202,Isaiah Stewart,72.0,4.0,19.9,6.0,1.7,5.5,1.8,3.7,0.4,1.4,0.9,2.5,4.4,2.4,0.7,0.2,1.2,0.9,0.559,0.321,0.759,0.586,186.0,23.0,14.6,0.616,0.168,0.276,10.1,20.6,15.4,11.3,0.9,6.7,16.1,12.4,2.1,2.2,4.3,0.144,-1.6,2.1,0.6,0.9
203,203,Isaiah Wong,20.0,0.0,13.3,6.0,1.4,1.6,0.7,0.9,0.6,0.0,0.9,1.1,5.3,2.1,1.7,0.7,1.7,1.3,0.39,0.394,0.735,0.452,436.0,24.0,10.9,0.5,0.314,0.324,5.5,7.4,6.4,16.5,2.0,0.0,13.0,22.1,-0.1,0.1,0.1,0.01,-2.9,-1.0,-4.0,-0.1
204,204,Ivica Zubac,80.0,80.0,32.8,16.8,2.7,12.6,3.8,8.9,0.7,1.1,1.6,2.1,11.8,7.4,0.0,0.0,3.0,2.0,0.628,0.0,0.661,0.628,13.0,27.0,22.3,0.641,0.0,0.251,13.1,30.2,21.8,12.8,1.0,3.4,10.8,19.5,7.0,4.7,11.7,0.215,2.3,0.8,3.1,3.4
205,205,JD Davison,16.0,0.0,5.8,2.1,0.8,0.8,0.1,0.7,0.3,0.1,0.8,0.1,2.1,0.8,1.1,0.3,0.4,0.3,0.353,0.222,0.714,0.412,499.0,22.0,6.5,0.445,0.529,0.206,2.3,12.8,7.6,19.1,2.7,1.0,26.0,23.6,-0.3,0.1,-0.2,-0.081,-5.9,-0.3,-6.2,-0.1
206,206,JT Thor,20.0,0.0,23.5,7.0,0.6,4.5,1.8,2.5999999999999996,0.7,0.8,1.0,1.7,5.7,2.5,2.0999999999999996,0.6,2.2,1.5,0.482,0.35,0.723,0.5489999999999999,444.0,22.0,12.433333333333332,0.5673333333333334,0.36566666666666664,0.408,8.299999999999999,10.633333333333333,9.433333333333334,3.3333333333333335,1.7333333333333332,4.066666666666667,13.9,16.233333333333334,0.0,0.13333333333333333,0.13333333333333333,0.05933333333333334,-3.466666666666667,-0.46666666666666673,-3.966666666666667,-0.13333333333333333
207,207,Ja Morant,50.0,50.0,30.4,23.2,7.3,4.1,0.7,3.4,1.2,0.2,3.7,2.3,17.8,8.1,5.7,1.8,6.4,5.3,0.454,0.309,0.824,0.504,176.0,25.0,19.3,0.563,0.321,0.359,2.4,11.8,7.1,36.0,1.9,0.7,15.2,32.2,2.0,1.5,3.5,0.112,3.1,-0.7,2.4,1.7
208,208,Ja'Kobe Walter,52.0,18.0,21.2,8.6,1.6,3.1,1.1,1.9,0.8,0.2,1.0,1.8,7.6,3.1,3.6,1.3,1.6,1.3,0.405,0.349,0.795,0.487,253.0,20.0,10.8,0.523,0.473,0.211,5.6,10.1,7.8,10.2,1.9,0.9,10.4,18.2,0.3,0.9,1.2,0.052,-2.3,-0.6,-3.0,-0.3
209,209,Jabari Smith Jr.,57.0,39.0,30.1,12.2,1.1,7.0,1.8,5.2,0.4,0.7,1.1,2.2,9.9,4.4,4.9,1.7,2.2,1.8,0.438,0.354,0.825,0.525,144.0,21.0,12.6,0.562,0.489,0.223,6.4,18.6,12.4,4.7,0.7,2.1,8.9,16.4,1.9,2.2,4.2,0.117,-0.8,0.1,-0.7,0.6
210,210,Jabari Walker,60.0,1.0,12.5,5.2,0.6,3.5,1.0,2.5,0.6,0.1,0.6,1.5,3.8,2.0,1.2,0.5,1.2,0.8,0.515,0.389,0.69,0.576,320.0,22.0,15.0,0.601,0.314,0.31,8.3,22.6,15.3,7.2,2.1,0.7,11.6,16.3,1.0,1.0,2.0,0.128,-1.2,0.5,-0.8,0.2
211,211,Jack McVeigh,9.0,0.0,4.8,1.6,0.1,0.6,0.2,0.3,0.0,0.2,0.2,0.3,1.9,0.6,1.4,0.4,0.0,0.0,0.294,0.308,0.0,0.412,528.0,28.0,4.0,0.412,0.765,0.0,4.9,7.6,6.2,3.0,0.0,4.2,10.5,18.2,-0.1,0.0,0.0,-0.031,-4.8,-3.0,-7.7,-0.1
212,212,Jackson Rowe,6.0,0.0,8.7,3.7,0.7,1.8,0.5,1.3,0.7,0.0,0.2,0.7,2.8,1.3,1.7,0.5,1.0,0.5,0.471,0.3,0.5,0.559,522.0,28.0,15.9,0.56,0.588,0.353,6.0,17.0,11.4,11.1,3.7,0.0,4.8,16.7,0.1,0.1,0.2,0.153,-0.5,1.5,1.0,0.0
213,213,Jacob Toppin,17.0,0.0,30.1,17.4,2.3,4.7,1.1,3.6,0.1,0.0,1.1,0.2,12.6,6.2,8.1,5.0,0.0,0.0,0.4,0.3125,0.0,0.504,505.0,24.0,10.533333333333333,0.5103333333333333,0.4406666666666667,0.0,4.3999999999999995,17.099999999999998,10.733333333333334,10.299999999999999,1.0999999999999999,0.0,12.133333333333333,14.766666666666666,0.0,0.06666666666666667,0.03333333333333333,0.044333333333333336,-0.5333333333333335,-1.1333333333333333,-1.7,0.0
214,214,Jaden Hardy,57.0,3.0,15.9,8.7,1.4,1.6,0.2,1.4,0.5,0.1,1.4,1.6,7.3,3.2,3.5,1.3,1.5,1.1,0.435,0.386,0.698,0.527,285.0,22.0,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6
215,215,Jaden Ivey,30.0,30.0,29.9,17.6,4.0,4.1,1.3,2.8,0.9,0.4,3.0,2.2,13.8,6.3,5.1,2.1,3.9,2.8,0.46,0.409,0.733,0.536,289.0,22.0,14.7,0.569,0.373,0.281,5.0,10.3,7.6,19.7,1.5,1.2,16.1,26.0,0.3,0.8,1.2,0.062,0.8,-0.8,0.0,0.5
216,216,Jaden McDaniels,82.0,82.0,31.9,12.2,2.0,5.7,1.6,4.2,1.3,0.9,1.2,2.7,10.2,4.9,3.7,1.2,1.6,1.3,0.477,0.33,0.813,0.537,15.0,24.0,13.3,0.562,0.363,0.153,5.6,14.2,10.0,9.0,2.1,2.6,9.6,16.3,2.3,3.9,6.3,0.115,-1.4,1.4,0.0,1.4
217,217,Jaden Springer,43.0,2.0,18.6,5.5,1.7999999999999998,2.9,1.0,2.0,1.2,0.2,0.8999999999999999,2.2,4.6,1.9,2.4,0.6000000000000001,1.8,1.2999999999999998,0.382,0.2615,0.71,0.4525,415.0,22.0,10.866666666666667,0.5116666666666667,0.5366666666666667,0.44799999999999995,4.833333333333333,12.5,8.666666666666666,11.733333333333334,3.3666666666666667,1.0,12.466666666666667,14.366666666666667,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.078,-4.333333333333333,1.8999999999999997,-2.433333333333333,-0.03333333333333333
218,218,Jae Crowder,9.0,2.0,11.4,2.6,0.7,2.2,0.7,1.6,0.3,0.0,0.4,1.1,2.4,0.8,1.7,0.4,0.7,0.6,0.318,0.267,0.833,0.409,495.0,34.0,6.6,0.467,0.682,0.273,6.5,15.3,10.9,7.1,1.4,0.0,14.0,12.0,0.0,0.1,0.1,0.026,-3.8,-0.5,-4.3,-0.1
219,219,Jae'Sean Tate,52.0,2.0,11.3,3.6,0.9,2.3,1.0,1.3,0.5,0.1,0.4,1.6,2.8,1.3,0.9,0.3,0.9,0.6,0.473,0.348,0.681,0.527,353.0,29.0,12.3,0.557,0.311,0.318,8.9,12.4,10.6,10.5,2.2,1.1,11.5,13.3,0.8,0.8,1.6,0.133,-2.1,1.4,-0.7,0.2
220,220,Jahlil Okafor,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,29.0,13.8,0.0,0.0,0.0,0.0,36.8,18.6,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,2.5,4.9,7.5,0.0
221,221,Jahmir Young,6.0,0.0,5.0,1.8,1.0,0.5,0.2,0.3,0.0,0.0,0.2,0.3,0.8,0.7,0.3,0.2,0.3,0.3,0.8,0.5,1.0,0.9,540.0,24.0,16.8,0.935,0.4,0.4,3.6,6.9,5.2,26.2,0.0,0.0,14.5,9.6,0.1,0.0,0.1,0.22,1.2,-0.8,0.5,0.0
222,222,Jaime Jaquez Jr.,66.0,17.0,20.7,8.6,2.5,4.4,1.3,3.1,0.9,0.2,1.5,1.2,7.0,3.2,1.8,0.6,2.2,1.6,0.461,0.311,0.754,0.501,200.0,23.0,14.3,0.543,0.258,0.307,6.8,16.5,11.7,17.9,2.2,1.0,15.7,20.2,0.5,1.8,2.3,0.081,-1.4,0.5,-0.9,0.4
223,223,Jake LaRavia,66.0,0.0,40.2,13.399999999999999,4.1,7.2,2.5999999999999996,4.5,1.8,0.6000000000000001,2.4,4.1,10.2,4.7,4.6,2.0,3.0,2.0,0.46399999999999997,0.4145,0.6385,0.5575,206.0,23.0,12.1,0.5823333333333333,0.44533333333333336,0.31233333333333335,7.166666666666667,12.5,9.866666666666667,13.366666666666667,2.2333333333333334,1.4333333333333333,17.266666666666666,14.366666666666667,0.9333333333333332,1.0,1.9333333333333333,0.09533333333333333,-1.1666666666666667,0.7999999999999999,-0.4000000000000001,0.5
224,224,Jakob Poeltl,57.0,56.0,29.6,14.5,2.8,9.6,3.3,6.3,1.2,1.2,1.9,3.1,10.2,6.4,0.1,0.0,2.5,1.7,0.627,0.333,0.674,0.628,148.0,29.0,20.0,0.641,0.005,0.249,11.7,23.3,17.4,14.5,1.9,4.0,14.7,18.7,3.0,2.5,5.5,0.158,0.7,1.3,2.0,1.7
225,225,Jalen Bridges,8.0,0.0,3.8,1.1,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.9,0.3,0.9,0.3,0.5,0.4,0.286,0.286,0.75,0.429,539.0,23.0,-0.1,0.514,1.0,0.571,0.0,14.5,7.4,0.0,0.0,0.0,31.3,18.8,-0.1,0.0,-0.1,-0.178,-7.8,-4.7,-12.5,-0.1
226,226,Jalen Brunson,65.0,65.0,35.4,26.0,7.3,2.9,0.4,2.5,0.9,0.1,2.5,2.1,18.5,9.0,6.1,2.3,6.9,5.7,0.488,0.383,0.821,0.551,40.0,28.0,21.6,0.605,0.331,0.373,1.4,7.9,4.7,32.3,1.3,0.3,10.5,29.5,6.8,1.4,8.3,0.172,4.7,-1.3,3.3,3.1
227,227,Jalen Duren,78.0,78.0,26.1,11.8,2.7,10.3,3.6,6.8,0.7,1.1,1.7,3.2,7.0,4.8,0.0,0.0,3.1,2.1,0.692,0.0,0.669,0.692,85.0,21.0,21.4,0.703,0.0,0.443,15.2,28.7,22.0,14.7,1.3,4.2,17.2,16.4,5.9,3.4,9.2,0.218,1.6,1.5,3.1,2.7
228,228,Jalen Green,82.0,82.0,32.9,21.0,3.4,4.6,0.5,4.0,0.9,0.3,2.5,1.5,17.5,7.4,8.1,2.9,4.1,3.3,0.423,0.354,0.813,0.505,10.0,22.0,15.1,0.544,0.46,0.234,1.7,13.4,7.4,16.0,1.3,0.9,11.4,27.3,1.9,3.2,5.1,0.092,1.1,-0.5,0.5,1.7
229,229,Jalen Hood-Schifino,15.0,0.0,30.2,9.8,3.3,2.5,0.7,1.8,0.4,1.0,1.8,3.2,8.0,3.3,3.5,1.1,2.5,2.2,0.6855,0.304,0.921,0.7215,426.0,21.0,9.033333333333333,0.6806666666666666,0.3143333333333333,0.8033333333333333,3.3666666666666667,6.133333333333333,4.6000000000000005,14.299999999999999,0.5333333333333333,3.6333333333333333,21.0,14.666666666666666,-0.13333333333333333,0.06666666666666667,-0.06666666666666667,0.03933333333333333,-4.266666666666667,-1.2,-5.466666666666666,-0.26666666666666666
230,230,Jalen Johnson,36.0,36.0,35.7,18.9,5.0,10.0,1.7,8.3,1.6,1.0,2.9,1.9,15.1,7.5,3.9,1.2,3.5,2.6,0.5,0.312,0.746,0.541,216.0,23.0,17.3,0.569,0.26,0.232,5.2,26.0,15.3,20.5,2.0,2.6,15.1,22.5,0.8,1.6,2.4,0.089,0.5,1.4,1.8,1.2
231,231,Jalen McDaniels,4.0,0.0,1.8,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,27.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,17.4,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.114,-0.5,6.0,5.6,0.0
232,232,Jalen Pickett,49.0,4.0,13.6,4.1,2.2,1.4,0.3,1.1,0.4,0.1,0.5,0.8,3.7,1.6,2.1,0.8,0.2,0.1,0.428,0.396,0.75,0.539,332.0,25.0,10.9,0.545,0.561,0.044,2.6,8.8,5.9,19.5,1.4,0.7,11.6,13.2,0.8,0.3,1.1,0.078,-0.8,-0.7,-1.5,0.1
233,233,Jalen Smith,64.0,2.0,15.0,8.2,1.0,5.6,1.4,4.2,0.3,0.7,0.6,1.5,6.4,3.0,3.5,1.1,1.4,1.1,0.466,0.324,0.809,0.554,277.0,24.0,18.7,0.586,0.544,0.218,9.9,28.7,19.5,9.7,0.8,4.0,7.6,21.0,1.7,1.3,2.9,0.146,1.5,-0.6,0.9,0.7
234,234,Jalen Suggs,35.0,35.0,28.6,16.2,3.7,4.0,0.7,3.4,1.5,0.9,2.9,2.8,13.7,5.6,6.9,2.2,3.1,2.8,0.41,0.314,0.882,0.489,269.0,23.0,14.4,0.536,0.503,0.229,2.5,14.2,8.1,21.6,2.5,3.2,16.2,27.5,-0.7,1.8,1.1,0.052,-0.8,1.3,0.4,0.6
235,235,Jalen Williams,69.0,69.0,32.4,21.6,5.1,5.3,0.9,4.5,1.6,0.7,2.2,2.3,16.9,8.2,4.9,1.8,4.3,3.4,0.484,0.365,0.789,0.537,53.0,23.0,20.3,0.573,0.291,0.256,2.9,14.6,8.8,23.4,2.4,2.1,10.3,27.5,3.7,4.1,7.8,0.168,2.7,1.4,4.0,3.4
236,236,Jalen Wilson,79.0,22.0,25.7,9.5,1.8,3.4,0.9,2.5,0.5,0.1,1.0,2.1,7.8,3.1,4.6,1.5,2.1,1.7,0.397,0.337,0.818,0.495,86.0,24.0,9.5,0.541,0.584,0.266,4.0,11.4,7.5,10.8,1.0,0.2,10.2,16.6,0.9,1.0,1.9,0.046,-2.6,-1.3,-3.9,-1.0
237,237,Jamal Cain,37.0,0.0,13.6,5.3,0.6,2.3,0.7,1.6,0.6,0.2,0.6,1.2,4.3,1.8,2.2,0.7,1.4,0.9,0.43,0.325,0.68,0.513,373.0,25.0,11.4,0.544,0.506,0.316,5.6,12.8,9.1,6.2,2.2,1.7,10.9,17.0,0.1,0.2,0.4,0.036,-2.5,-0.8,-3.4,-0.2
238,238,Jamal Murray,67.0,67.0,36.1,21.4,6.0,3.9,0.7,3.2,1.4,0.5,2.1,1.9,16.7,7.9,5.9,2.3,3.7,3.3,0.474,0.393,0.886,0.543,34.0,27.0,17.8,0.584,0.354,0.219,2.2,9.3,5.9,23.2,1.8,1.2,10.1,24.0,4.6,1.6,6.2,0.123,1.8,-1.0,0.8,1.7
239,239,Jamal Shead,75.0,11.0,19.6,7.1,4.2,1.5,0.4,1.1,0.8,0.1,1.6,2.1,6.7,2.7,3.0,1.0,0.9,0.7,0.405,0.323,0.768,0.476,184.0,22.0,9.9,0.499,0.442,0.137,2.1,6.4,4.2,29.8,1.9,0.7,18.0,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8
240,240,Jamaree Bouyea,5.0,1.0,12.4,3.4,2.0,1.0,0.2,0.8,0.8,0.4,1.6,0.4,2.4,1.2,1.0,0.2,1.2,0.8,0.5,0.2,0.667,0.542,516.0,25.0,9.7,0.581,0.417,0.5,1.8,6.7,4.4,20.8,3.1,3.0,35.3,16.0,-0.1,0.1,0.0,0.007,-4.6,-0.9,-5.4,0.0
241,241,James Harden,79.0,79.0,35.3,22.8,8.7,5.8,0.7,5.1,1.5,0.7,4.3,2.1,16.4,6.7,8.5,3.0,7.3,6.4,0.41,0.352,0.874,0.501,5.0,35.0,20.0,0.582,0.516,0.446,2.3,16.1,9.3,36.8,2.1,2.0,18.0,29.6,4.0,4.3,8.3,0.143,3.5,0.8,4.3,4.4
242,242,James Johnson,12.0,0.0,3.1,0.7,0.3,0.5,0.0,0.5,0.0,0.2,0.3,0.4,0.9,0.3,0.3,0.0,0.1,0.0,0.364,0.0,0.0,0.364,530.0,37.0,0.0,0.35,0.273,0.091,0.0,17.9,9.0,13.7,0.0,4.9,25.9,18.0,-0.2,0.0,-0.1,-0.162,-9.6,-0.2,-9.7,-0.1
243,243,James Wiseman,1.0,0.0,5.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,0.5,0.0,1.0,0.5,566.0,23.0,31.2,0.615,0.25,0.5,0.0,22.1,11.1,0.0,0.0,0.0,0.0,42.2,0.0,0.0,0.0,0.237,6.0,-4.4,1.6,0.0
244,244,Jamison Battle,59.0,10.0,17.7,7.1,0.9,2.7,0.6,2.1,0.3,0.2,0.5,1.6,5.9,2.5,4.4,1.8,0.3,0.3,0.429,0.405,0.889,0.581,264.0,23.0,10.7,0.59,0.746,0.052,3.7,12.8,8.1,7.1,0.8,0.9,7.1,15.3,1.0,0.7,1.7,0.079,-0.9,-1.3,-2.3,-0.1
245,245,Jarace Walker,75.0,5.0,15.8,6.1,1.5,3.1,0.3,2.7,0.7,0.3,1.0,1.5,4.8,2.3,2.5,1.0,0.9,0.6,0.472,0.405,0.667,0.576,237.0,21.0,11.9,0.59,0.514,0.192,2.4,19.0,10.8,12.2,2.2,1.9,16.7,17.1,0.1,1.5,1.6,0.065,-1.8,0.8,-0.9,0.3
246,246,Jared Butler,60.0,17.0,35.7,18.4,7.5,3.8,0.8,2.9000000000000004,1.5,0.5,2.7,3.3,15.4,6.9,5.8999999999999995,2.1,3.0,2.5,0.4545,0.359,0.8240000000000001,0.5165,263.0,24.0,15.933333333333332,0.5503333333333335,0.35600000000000004,0.20766666666666667,2.766666666666667,9.033333333333333,5.8,34.6,1.9333333333333336,1.2,13.833333333333334,23.96666666666667,0.6333333333333333,0.26666666666666666,0.9333333333333332,0.06566666666666666,0.7666666666666667,-1.4666666666666668,-0.7000000000000001,0.19999999999999998
247,247,Jared McCain,23.0,8.0,25.7,15.3,2.6,2.4,0.6,1.9,0.7,0.0,1.6,1.6,11.9,5.5,5.8,2.2,2.4,2.1,0.46,0.383,0.875,0.553,351.0,20.0,15.2,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0.0,11.0,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3
248,248,Jared Rhoden,14.0,2.0,24.5,12.4,1.9,4.8,1.7,3.1,1.2,0.2,1.1,2.1999999999999997,9.9,4.5,4.2,1.2,2.5,2.2,0.378,0.162,0.88,0.416,452.0,25.0,12.933333333333332,0.49499999999999994,0.38866666666666666,0.20099999999999998,9.9,14.966666666666669,12.4,15.533333333333333,2.733333333333333,0.5666666666666668,9.233333333333333,23.53333333333333,0.26666666666666666,0.13333333333333333,0.39999999999999997,0.017666666666666664,-2.6666666666666665,-0.36666666666666664,-3.033333333333333,0.06666666666666667
249,249,Jaren Jackson Jr.,74.0,74.0,29.8,22.2,2.0,5.6,1.2,4.4,1.2,1.5,2.1,3.5,16.4,8.0,5.3,2.0,5.4,4.2,0.488,0.375,0.781,0.548,58.0,25.0,19.6,0.591,0.321,0.328,4.4,15.5,10.0,10.1,1.9,4.7,9.9,28.1,3.2,3.2,6.4,0.139,1.6,0.8,2.3,2.4
250,250,Jarred Vanderbilt,36.0,2.0,16.1,4.1,1.1,5.1,1.9,3.2,1.0,0.3,0.8,1.9,3.4,1.6,0.9,0.3,1.0,0.6,0.488,0.281,0.556,0.525,355.0,25.0,13.2,0.537,0.264,0.298,13.6,21.5,17.6,9.4,3.0,1.6,17.5,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1.0,0.2
251,251,Jarrett Allen,82.0,82.0,28.0,13.5,1.9,9.7,2.6,7.1,0.9,0.9,1.2,1.5,7.8,5.5,0.1,0.0,3.4,2.4,0.706,0.0,0.718,0.706,41.0,26.0,22.1,0.724,0.008,0.433,10.5,26.7,18.8,9.5,1.6,2.9,11.3,15.9,7.6,4.0,11.6,0.243,3.0,1.2,4.2,3.6
252,252,Javonte Green,68.0,19.0,31.0,9.1,1.5,5.800000000000001,1.6,4.3,1.7000000000000002,0.7,0.8,2.7,8.0,3.3,4.0,1.2000000000000002,1.9,1.3,0.40549999999999997,0.297,0.629,0.48,220.0,31.0,10.566666666666666,0.516,0.49899999999999994,0.23966666666666667,5.466666666666666,15.333333333333334,10.433333333333334,6.6000000000000005,2.6,1.8333333333333333,8.233333333333333,13.633333333333333,0.4666666666666666,0.6,1.0666666666666667,0.063,-3.233333333333333,0.7000000000000001,-2.533333333333333,-0.03333333333333333
253,253,Jaxson Hayes,56.0,35.0,19.5,6.8,1.0,4.8,1.4,3.4,0.6,0.9,0.8,2.4,4.0,2.9,0.1,0.0,1.8,1.1,0.722,0.0,0.622,0.722,254.0,24.0,15.8,0.72,0.013,0.439,8.3,19.1,13.9,7.5,1.4,4.4,13.9,12.4,2.3,1.4,3.7,0.162,-1.6,1.3,-0.3,0.5
254,254,Jay Huff,64.0,2.0,11.7,6.9,0.6,2.0,0.5,1.5,0.3,0.9,0.5,1.2,4.8,2.5,3.1,1.3,0.9,0.7,0.515,0.405,0.786,0.648,321.0,26.0,18.2,0.666,0.656,0.184,4.3,13.9,9.1,7.0,1.0,6.9,9.3,19.6,1.6,1.0,2.5,0.162,2.5,1.0,3.5,1.1
255,255,Jaylen Brown,63.0,63.0,34.3,22.2,4.5,5.8,1.3,4.5,1.2,0.3,2.6,2.4,17.7,8.2,5.7,1.8,5.1,3.9,0.463,0.324,0.764,0.515,67.0,28.0,17.8,0.555,0.32,0.288,4.1,14.4,9.3,21.4,1.7,0.8,11.4,28.9,2.3,2.9,5.2,0.115,0.4,-0.4,0.0,1.1
256,256,Jaylen Clark,40.0,4.0,13.1,4.1,0.7,1.3,0.7,0.7,0.9,0.1,0.2,1.5,3.0,1.4,1.3,0.6,0.9,0.7,0.467,0.431,0.784,0.558,367.0,23.0,12.0,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12.0,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2
257,257,Jaylen Martin,16.0,0.0,19.7,6.8,1.3,3.4,0.8,2.5,0.7,0.0,0.9,1.3,6.2,2.5999999999999996,2.0,0.8,0.8,0.7,0.4585,0.6365000000000001,0.9,0.604,448.0,21.0,10.299999999999999,0.5793333333333334,0.37233333333333335,0.09133333333333334,3.233333333333333,9.700000000000001,6.466666666666666,6.933333333333334,1.2,0.0,8.966666666666667,16.433333333333334,-0.06666666666666667,0.06666666666666667,0.0,0.033666666666666664,-1.7,-1.4666666666666668,-3.1333333333333333,-0.19999999999999998
258,258,Jaylen Nowell,8.0,0.0,21.0,8.4,2.3,2.5,0.8,1.8,0.1,0.5,1.0,1.1,9.1,3.3,3.4,1.0,1.4,0.9,0.356,0.296,0.636,0.411,465.0,25.0,7.5,0.43,0.37,0.151,3.7,9.3,6.4,15.6,0.3,2.3,9.3,21.6,-0.2,0.0,-0.2,-0.069,-3.2,-2.5,-5.7,-0.2
259,259,Jaylen Sims,6.0,0.0,18.7,7.0,2.0,1.0,0.5,0.5,0.5,0.2,1.3,1.7,4.7,2.0,2.5,1.0,2.5,2.0,0.429,0.4,0.8,0.536,491.0,26.0,9.8,0.607,0.536,0.536,2.8,2.9,2.9,15.6,1.3,0.9,18.8,16.2,0.1,0.0,0.1,0.048,-2.8,-1.3,-4.1,-0.1
260,260,Jaylen Wells,79.0,74.0,25.9,10.4,1.7,3.4,1.1,2.3,0.6,0.1,0.9,1.8,8.6,3.6,5.0,1.7,1.7,1.4,0.425,0.352,0.822,0.527,84.0,21.0,10.5,0.56,0.58,0.2,4.6,9.3,6.9,8.4,1.0,0.4,8.6,15.9,2.1,1.4,3.5,0.083,-1.2,-1.0,-2.2,-0.1
261,261,Jaylin Williams,47.0,9.0,16.7,5.9,2.6,5.6,1.0,4.6,0.5,0.6,0.7,1.7,4.7,2.1,3.3,1.3,0.6,0.5,0.439,0.399,0.767,0.577,309.0,22.0,16.4,0.594,0.692,0.136,6.7,28.7,17.9,19.0,1.3,3.7,13.0,14.6,1.5,1.7,3.3,0.199,1.5,2.7,4.3,1.2
262,262,Jaylon Tyson,47.0,3.0,9.6,3.6,0.9,2.0,0.8,1.3,0.3,0.1,0.6,1.1,3.2,1.4,1.2,0.4,0.5,0.4,0.43,0.345,0.792,0.497,389.0,22.0,11.1,0.523,0.389,0.161,9.1,13.7,11.5,12.4,1.4,0.6,14.0,17.4,0.3,0.5,0.8,0.083,-2.4,-0.2,-2.7,-0.1
263,263,Jayson Tatum,72.0,72.0,36.4,26.8,6.0,8.7,0.7,8.0,1.1,0.5,2.9,2.2,20.3,9.2,10.1,3.5,6.1,5.0,0.452,0.343,0.814,0.537,14.0,26.0,21.7,0.582,0.497,0.3,2.0,23.7,12.9,27.0,1.5,1.3,11.2,31.2,5.3,4.2,9.5,0.174,4.4,0.8,5.2,4.8
264,264,Jazian Gortman,16.0,0.0,3.6,1.5,0.4,0.3,0.1,0.3,0.1,0.1,0.3,0.6,1.4,0.6,0.7,0.3,0.3,0.1,0.391,0.364,0.5,0.478,519.0,21.0,6.5,0.485,0.478,0.174,2.0,7.5,4.8,14.7,1.7,1.5,16.8,22.4,-0.1,0.0,-0.1,-0.056,-5.5,-0.8,-6.3,-0.1
265,265,Jeenathan Williams,20.0,0.0,7.4,3.3,0.5,0.7,0.3,0.4,0.4,0.2,0.7,0.8,3.1,1.4,1.3,0.3,0.4,0.3,0.435,0.231,0.625,0.484,472.0,25.0,8.6,0.496,0.419,0.129,3.6,5.9,4.7,8.8,2.6,2.4,17.6,22.3,-0.2,0.2,0.0,-0.007,-5.5,-0.2,-5.7,-0.1
266,266,Jeff Dowtin,41.0,3.0,15.1,7.0,1.9,1.5,0.3,1.2,0.6,0.3,0.4,0.7,5.6,2.7,1.7,0.7,1.1,0.8,0.487,0.4,0.733,0.548,343.0,27.0,16.1,0.57,0.304,0.196,2.1,9.1,5.5,19.6,1.9,1.9,5.7,18.6,1.1,0.3,1.3,0.103,0.7,-0.5,0.2,0.3
267,267,Jeff Green,32.0,3.0,12.4,5.4,0.6,1.8,0.3,1.5,0.2,0.1,0.3,1.0,3.8,1.9,2.5,0.9,0.8,0.7,0.504,0.367,0.808,0.624,404.0,38.0,13.6,0.649,0.653,0.215,2.9,12.9,7.8,7.0,0.7,0.9,6.4,14.7,0.9,0.4,1.3,0.159,0.3,0.0,0.4,0.2
268,268,Jerami Grant,47.0,47.0,32.4,14.4,2.1,3.5,0.6,2.9,0.9,1.0,1.4,2.3,12.2,4.6,6.3,2.3,3.5,3.0,0.373,0.365,0.849,0.467,173.0,30.0,10.9,0.523,0.516,0.289,1.8,10.0,5.8,9.5,1.3,2.7,9.1,19.4,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1
